1 1.000000
2 1.579339
3 1.000000
4 3.000000
5 1.000000
6 0.001711
7 0.001675
8 0.001648
9 0.001628
10 0.001615
11 0.001606
12 0.001601
13 0.001599
14 0.001600
15 0.001602
16 0.001607
17 0.001612
18 0.001618
19 0.001625
20 0.001632
21 0.001639
22 0.001646
23 0.001652
24 0.001659
25 0.001665
26 0.001670
27 0.001676
28 0.001681
29 0.001685
30 0.001689
31 0.001692
32 0.001695
33 0.001698
34 0.001700
35 0.001702
36 0.001703
37 0.001705
38 0.001705
39 0.001706
40 0.001706
41 0.001706
42 0.001706
43 0.001706
44 0.001705
45 0.001704
46 0.001704
47 0.001702
48 0.001701
49 0.001700
50 0.001699
